"Date","Price","Open","High","Low","Vol.","Change %"
"05/10/2013","1,493.80","1,503.00","1,515.80","1,472.50","","-0.66%"
"05/09/2013","1,503.80","1,501.40","1,518.95","1,498.80","","0.16%"
"05/08/2013","1,501.45","1,484.75","1,508.65","1,481.95","","1.15%"
"05/07/2013","1,484.40","1,500.40","1,502.40","1,477.35","","-1.09%"
"05/06/2013","1,500.75","1,502.15","1,508.95","1,491.45","","-0.09%"
"05/05/2013","1,502.10","1,504.45","1,504.45","1,497.45","","0.13%"
"05/03/2013","1,500.10","1,505.35","1,518.95","1,485.80","","-0.36%"
"05/02/2013","1,505.50","1,477.90","1,507.60","1,463.35","","1.85%"
"05/01/2013","1,478.15","1,506.65","1,508.80","1,466.70","","-1.89%"
"04/30/2013","1,506.60","1,507.30","1,516.30","1,494.35","","-0.17%"
"04/29/2013","1,509.20","1,482.90","1,525.55","1,482.40","","1.78%"
"04/28/2013","1,482.85","1,485.25","1,486.85","1,480.30","","0.30%"
"04/26/2013","1,478.40","1,473.55","1,499.25","1,464.25","","0.33%"
"04/25/2013","1,473.50","1,432.20","1,473.50","1,428.60","","2.88%"
"04/24/2013","1,432.25","1,420.60","1,432.85","1,420.35","","0.87%"
"04/23/2013","1,419.85","1,433.90","1,435.95","1,411.80","","-0.98%"
"04/22/2013","1,433.95","1,432.15","1,445.25","1,428.15","","0.18%"
"04/21/2013","1,431.35","1,427.05","1,431.90","1,427.00","","0.25%"
"04/19/2013","1,427.85","1,428.40","1,449.65","1,418.60","","-0.08%"
"04/18/2013","1,428.95","1,424.40","1,444.20","1,405.05","","0.28%"
"04/17/2013","1,425.00","1,446.50","1,451.55","1,422.70","","-1.51%"
"04/16/2013","1,446.85","1,394.55","1,464.40","1,375.55","","3.62%"
"04/15/2013","1,396.25","1,484.55","1,487.85","1,395.30","","-5.95%"
"04/14/2013","1,484.60","1,479.80","1,484.95","1,475.65","","-0.12%"
"04/12/2013","1,486.45","1,535.70","1,535.75","1,486.35","","-3.19%"
"04/11/2013","1,535.45","1,524.30","1,543.80","1,517.70","","0.72%"
"04/10/2013","1,524.40","1,547.30","1,550.30","1,522.70","","-1.46%"
"04/09/2013","1,546.95","1,539.25","1,557.35","1,533.55","","0.52%"
"04/08/2013","1,538.90","1,540.80","1,544.75","1,531.05","","-0.13%"
"04/07/2013","1,540.85","1,537.95","1,541.45","1,537.95","","0.10%"
"04/05/2013","1,539.30","1,521.70","1,539.30","1,521.70","","1.17%"
"04/04/2013","1,521.45","1,531.10","1,533.90","1,511.30","","-0.67%"
"04/03/2013","1,531.75","1,577.10","1,577.10","1,530.95","","-2.92%"
"04/02/2013","1,577.75","1,596.35","1,598.20","1,572.15","","-1.18%"
"04/01/2013","1,596.55","1,575.10","1,603.75","1,574.45","","1.35%"
"03/31/2013","1,575.35","1,574.75","1,577.55","1,569.65","","0.04%"
"03/28/2013","1,574.65","1,583.65","1,589.05","1,562.10","","-0.57%"
"03/27/2013","1,583.70","1,578.10","1,586.70","1,571.65","","0.39%"
"03/26/2013","1,577.60","1,589.10","1,590.60","1,564.40","","-0.80%"
"03/25/2013","1,590.25","1,589.75","1,593.10","1,577.40","","0.04%"
"03/24/2013","1,589.65","1,585.30","1,589.70","1,580.25","","0.40%"
"03/22/2013","1,583.25","1,577.25","1,586.40","1,568.70","","0.35%"
"03/21/2013","1,577.65","1,577.85","1,587.70","1,575.85","","0.03%"
"03/20/2013","1,577.20","1,561.50","1,582.90","1,555.30","","1.07%"
"03/19/2013","1,560.55","1,581.55","1,584.80","1,550.15","","-1.32%"
"03/18/2013","1,581.50","1,589.75","1,589.75","1,572.50","","-0.52%"
"03/17/2013","1,589.80","1,583.45","1,597.30","1,583.45","","-0.07%"
"03/15/2013","1,590.95","1,592.55","1,598.55","1,587.80","","-0.08%"
"03/14/2013","1,592.25","1,589.00","1,594.20","1,578.80","","0.20%"
"03/13/2013","1,589.00","1,593.95","1,601.55","1,586.70","","-0.33%"
"03/12/2013","1,594.25","1,605.20","1,614.70","1,590.90","","-0.68%"
"03/11/2013","1,605.15","1,600.85","1,608.15","1,594.85","","0.27%"
"03/10/2013","1,600.75","1,604.05","1,604.70","1,598.50","","-0.25%"
"03/08/2013","1,604.80","1,604.25","1,609.75","1,586.60","","0.05%"
"03/07/2013","1,603.95","1,591.35","1,604.20","1,587.95","","0.80%"
"03/06/2013","1,591.25","1,593.55","1,602.80","1,576.30","","-0.14%"
"03/05/2013","1,593.50","1,572.50","1,597.45","1,572.50","","1.37%"
"03/04/2013","1,571.95","1,578.05","1,584.95","1,564.15","","-0.41%"
"03/03/2013","1,578.35","1,574.00","1,580.45","1,574.00","","0.31%"
"03/01/2013","1,573.50","1,585.15","1,585.45","1,565.55","","-0.74%"
"02/28/2013","1,585.25","1,604.80","1,607.65","1,582.45","","-1.19%"
"02/27/2013","1,604.30","1,622.35","1,625.65","1,592.75","","-1.11%"
"02/26/2013","1,622.25","1,611.30","1,625.65","1,581.10","","0.60%"
"02/25/2013","1,612.50","1,607.45","1,630.60","1,597.90","","0.32%"
"02/24/2013","1,607.30","1,610.85","1,610.85","1,606.90","","-0.16%"
"02/22/2013","1,609.90","1,624.45","1,631.55","1,604.50","","-0.91%"
"02/21/2013","1,624.75","1,648.65","1,651.15","1,599.25","","-1.46%"
"02/20/2013","1,648.80","1,692.55","1,698.90","1,636.15","","-2.59%"
"02/19/2013","1,692.60","1,699.10","1,703.90","1,677.30","","-0.39%"
"02/18/2013","1,699.15","1,688.95","1,699.20","1,685.55","","0.59%"
"02/17/2013","1,689.20","1,684.15","1,689.30","1,682.80","","0.51%"
"02/15/2013","1,680.65","1,713.40","1,717.05","1,671.35","","-1.95%"
"02/14/2013","1,714.15","1,722.85","1,734.90","1,709.75","","-0.51%"
"02/13/2013","1,722.90","1,722.15","1,735.75","1,717.15","","0.03%"
"02/12/2013","1,722.45","1,696.75","1,724.55","1,687.85","","1.54%"
"02/11/2013","1,696.30","1,713.90","1,719.95","1,686.10","","-1.02%"
"02/10/2013","1,713.85","1,713.10","1,714.35","1,712.85","","-0.17%"
"02/08/2013","1,716.75","1,718.55","1,733.30","1,708.00","","-0.09%"
"02/07/2013","1,718.35","1,737.80","1,742.90","1,716.50","","-1.11%"
"02/06/2013","1,737.60","1,713.55","1,741.90","1,711.15","","1.37%"
"02/05/2013","1,714.15","1,700.00","1,714.70","1,687.50","","0.84%"
"02/04/2013","1,699.85","1,688.35","1,708.95","1,684.85","","0.70%"
"02/03/2013","1,688.00","1,687.85","1,689.65","1,685.75","","0.20%"
"02/01/2013","1,684.70","1,677.15","1,693.65","1,668.45","","0.45%"
"01/31/2013","1,677.10","1,688.80","1,688.80","1,667.45","","-0.70%"
"01/30/2013","1,688.85","1,682.35","1,693.45","1,679.15","","0.39%"
"01/29/2013","1,682.30","1,668.70","1,682.60","1,665.80","","0.82%"
"01/28/2013","1,668.65","1,693.75","1,699.25","1,659.95","","-1.46%"
"01/27/2013","1,693.30","1,693.20","1,699.75","1,692.25","","-0.17%"
"01/25/2013","1,696.15","1,681.35","1,696.95","1,675.15","","0.90%"
"01/24/2013","1,681.10","1,688.55","1,692.70","1,676.15","","-0.43%"
"01/23/2013","1,688.40","1,701.00","1,704.45","1,686.75","","-0.71%"
"01/22/2013","1,700.55","1,683.55","1,701.90","1,680.80","","1.01%"
"01/21/2013","1,683.60","1,679.30","1,686.20","1,667.40","","0.27%"
"01/20/2013","1,679.10","1,670.45","1,680.30","1,668.45","","0.52%"
"01/18/2013","1,670.45","1,687.35","1,701.45","1,664.25","","-1.02%"
"01/17/2013","1,687.60","1,691.00","1,706.05","1,673.45","","-0.18%"
"01/16/2013","1,690.65","1,684.40","1,699.95","1,657.80","","0.31%"
"01/15/2013","1,685.50","1,656.85","1,706.45","1,654.15","","1.74%"
"01/14/2013","1,656.75","1,634.85","1,664.75","1,634.80","","1.34%"
"01/13/2013","1,634.80","1,629.55","1,636.75","1,628.90","","0.15%"
"01/11/2013","1,632.40","1,635.85","1,641.35","1,616.75","","-0.16%"
"01/10/2013","1,634.95","1,594.85","1,637.55","1,594.30","","2.51%"
"01/09/2013","1,594.95","1,582.00","1,603.60","1,578.40","","0.80%"
"01/08/2013","1,582.35","1,560.95","1,587.35","1,553.40","","1.36%"
"01/07/2013","1,561.10","1,563.80","1,571.15","1,551.40","","-0.19%"
"01/06/2013","1,564.05","1,564.00","1,564.35","1,562.70","","0.21%"
"01/04/2013","1,560.80","1,555.10","1,565.40","1,543.60","","0.36%"
"01/03/2013","1,555.15","1,571.65","1,580.75","1,555.15","","-1.04%"
"01/02/2013","1,571.50","1,540.15","1,580.95","1,539.40","","2.00%"
"01/01/2013","1,540.70","1,543.10","1,546.10","1,539.50","","-0.15%"
"12/31/2012","1,543.00","1,527.30","1,544.15","1,519.15","","1.04%"
"12/30/2012","1,527.10","1,523.90","1,529.10","1,523.60","","0.16%"
"12/28/2012","1,524.70","1,536.60","1,542.95","1,519.60","","-0.84%"
"12/27/2012","1,537.60","1,544.00","1,551.75","1,532.40","","-0.42%"
"12/26/2012","1,544.15","1,550.30","1,551.55","1,537.20","","0.35%"
"12/24/2012","1,538.75","1,544.15","1,553.50","1,536.05","","-0.34%"
"12/23/2012","1,543.95","1,541.20","1,543.95","1,541.20","","0.30%"
"12/21/2012","1,539.30","1,555.00","1,558.45","1,526.55","","-1.04%"
"12/20/2012","1,555.50","1,588.60","1,595.55","1,542.15","","-2.07%"
"12/19/2012","1,588.45","1,598.35","1,602.80","1,579.55","","-0.62%"
"12/18/2012","1,598.40","1,608.35","1,617.25","1,590.15","","-0.61%"
"12/17/2012","1,608.25","1,614.85","1,616.90","1,604.05","","-0.42%"
"12/16/2012","1,615.05","1,618.45","1,620.90","1,613.90","","-0.19%"
"12/14/2012","1,618.20","1,614.40","1,621.25","1,606.85","","0.24%"
"12/13/2012","1,614.35","1,628.40","1,630.40","1,603.55","","-0.86%"
"12/12/2012","1,628.30","1,633.00","1,647.25","1,627.25","","-0.28%"
"12/11/2012","1,632.90","1,623.15","1,642.10","1,616.65","","0.62%"
"12/10/2012","1,622.85","1,608.90","1,629.00","1,607.85","","0.87%"
"12/09/2012","1,608.80","1,609.95","1,609.95","1,607.75","","0.06%"
"12/07/2012","1,607.85","1,596.65","1,610.65","1,590.95","","0.70%"
"12/06/2012","1,596.70","1,581.80","1,601.65","1,573.90","","0.94%"
"12/05/2012","1,581.85","1,583.00","1,596.95","1,571.20","","-0.10%"
"12/04/2012","1,583.50","1,608.05","1,608.05","1,581.55","","-1.53%"
"12/03/2012","1,608.10","1,605.30","1,615.10","1,593.60","","0.27%"
"12/02/2012","1,603.80","1,603.80","1,603.80","1,603.80","","0.00%"
"11/30/2012","1,603.80","1,614.20","1,621.60","1,597.45","","-0.64%"
"11/29/2012","1,614.15","1,612.60","1,625.70","1,605.05","","0.11%"
"11/28/2012","1,612.30","1,611.55","1,615.15","1,583.50","","-0.01%"
"11/27/2012","1,612.40","1,615.65","1,622.85","1,611.35","","-0.20%"
"11/26/2012","1,615.60","1,616.60","1,618.35","1,605.70","","-0.09%"
"11/25/2012","1,617.00","1,621.65","1,623.45","1,616.45","","-0.35%"
"11/23/2012","1,622.60","1,583.05","1,625.40","1,575.40","","2.50%"
"11/22/2012","1,583.10","1,580.60","1,587.60","1,579.65","","0.17%"
"11/21/2012","1,580.35","1,580.80","1,584.60","1,567.10","","-0.03%"
"11/20/2012","1,580.85","1,577.50","1,585.70","1,569.80","","0.20%"
"11/19/2012","1,577.70","1,564.95","1,584.45","1,560.85","","0.79%"
"11/18/2012","1,565.30","1,560.80","1,566.45","1,560.80","","0.32%"
"11/16/2012","1,560.25","1,572.30","1,572.50","1,546.35","","-0.77%"
"11/15/2012","1,572.35","1,586.55","1,586.85","1,563.20","","-0.89%"
"11/14/2012","1,586.45","1,586.15","1,602.20","1,579.50","","0.04%"
"11/13/2012","1,585.85","1,563.75","1,594.70","1,557.55","","1.41%"
"11/12/2012","1,563.80","1,562.00","1,571.85","1,561.15","","0.11%"
"11/11/2012","1,562.10","1,557.60","1,562.40","1,556.05","","0.46%"
"11/09/2012","1,554.95","1,547.10","1,572.55","1,547.10","","0.48%"
"11/08/2012","1,547.50","1,546.50","1,549.30","1,534.85","","0.06%"
"11/07/2012","1,546.60","1,555.95","1,569.80","1,535.15","","-0.63%"
"11/06/2012","1,556.45","1,549.50","1,564.10","1,539.65","","0.47%"
"11/05/2012","1,549.20","1,551.20","1,552.70","1,538.50","","-0.15%"
"11/04/2012","1,551.60","1,546.50","1,552.80","1,543.40","","0.39%"
"11/02/2012","1,545.50","1,570.25","1,571.80","1,544.00","","-1.57%"
"11/01/2012","1,570.15","1,571.25","1,583.75","1,567.40","","-0.01%"
"10/31/2012","1,570.30","1,557.65","1,579.75","1,553.55","","0.82%"
"10/30/2012","1,557.60","1,540.95","1,557.65","1,534.30","","1.10%"
"10/29/2012","1,540.65","1,553.25","1,559.80","1,531.15","","-0.81%"
"10/28/2012","1,553.20","1,547.55","1,553.25","1,545.45","","0.39%"
"10/26/2012","1,547.15","1,572.10","1,579.55","1,540.95","","-1.57%"
"10/25/2012","1,571.85","1,568.40","1,587.70","1,565.70","","0.19%"
"10/24/2012","1,568.85","1,582.15","1,585.95","1,555.85","","-0.82%"
"10/23/2012","1,581.80","1,615.00","1,616.10","1,572.60","","-2.06%"
"10/22/2012","1,615.15","1,617.45","1,629.55","1,605.65","","-0.12%"
"10/21/2012","1,617.05","1,621.05","1,621.05","1,616.35","","-0.29%"
"10/19/2012","1,621.75","1,647.75","1,651.95","1,613.00","","-1.55%"
"10/18/2012","1,647.35","1,667.60","1,677.60","1,643.05","","-1.21%"
"10/17/2012","1,667.50","1,654.00","1,672.60","1,652.15","","0.81%"
"10/16/2012","1,654.15","1,642.60","1,654.35","1,636.90","","0.70%"
"10/15/2012","1,642.60","1,639.55","1,650.00","1,623.25","","0.19%"
"10/14/2012","1,639.50","1,655.35","1,657.05","1,635.30","","-0.96%"
"10/12/2012","1,655.35","1,686.25","1,691.50","1,655.20","","-1.83%"
"10/11/2012","1,686.15","1,669.80","1,695.45","1,663.50","","0.90%"
"10/10/2012","1,671.05","1,688.15","1,693.55","1,667.75","","-1.04%"
"10/09/2012","1,688.55","1,696.20","1,714.30","1,687.90","","-0.45%"
"10/08/2012","1,696.15","1,697.20","1,699.85","1,677.80","","-0.06%"
"10/07/2012","1,697.25","1,711.25","1,711.25","1,694.10","","-0.82%"
"10/05/2012","1,711.25","1,727.05","1,734.45","1,704.15","","-0.89%"
"10/04/2012","1,726.70","1,691.45","1,726.75","1,691.45","","2.10%"
"10/03/2012","1,691.15","1,679.45","1,694.70","1,671.90","","0.68%"
"10/02/2012","1,679.70","1,677.35","1,690.05","1,673.10","","0.13%"
"10/01/2012","1,677.50","1,656.65","1,690.35","1,649.60","","1.27%"
"09/30/2012","1,656.45","1,665.45","1,666.75","1,655.80","","-0.65%"
"09/28/2012","1,667.25","1,657.85","1,679.90","1,655.20","","0.58%"
"09/27/2012","1,657.65","1,641.20","1,662.60","1,632.50","","1.01%"
"09/26/2012","1,641.00","1,632.80","1,641.90","1,616.75","","0.50%"
"09/25/2012","1,632.85","1,626.70","1,647.35","1,622.20","","0.39%"
"09/24/2012","1,626.50","1,634.35","1,635.55","1,611.60","","-0.48%"
"09/23/2012","1,634.40","1,638.15","1,639.30","1,630.40","","-0.09%"
"09/21/2012","1,635.80","1,629.80","1,647.15","1,629.80","","0.42%"
"09/20/2012","1,628.90","1,641.45","1,641.50","1,596.55","","-0.77%"
"09/19/2012","1,641.50","1,621.60","1,646.95","1,621.15","","1.23%"
"09/18/2012","1,621.60","1,665.20","1,677.20","1,619.65","","-2.62%"
"09/17/2012","1,665.30","1,708.30","1,715.75","1,663.05","","-2.52%"
"09/16/2012","1,708.40","1,708.60","1,710.85","1,706.90","","-0.04%"
"09/14/2012","1,709.00","1,693.05","1,716.30","1,683.45","","0.95%"
"09/13/2012","1,692.85","1,643.30","1,693.20","1,639.15","","3.01%"
"09/12/2012","1,643.45","1,605.95","1,658.95","1,604.80","","2.33%"
"09/11/2012","1,606.00","1,592.50","1,612.45","1,588.80","","0.86%"
"09/10/2012","1,592.35","1,597.50","1,608.75","1,589.60","","-0.32%"
"09/09/2012","1,597.45","1,591.40","1,597.60","1,591.05","","0.36%"
"09/07/2012","1,591.75","1,580.85","1,606.40","1,561.70","","0.67%"
"09/06/2012","1,581.10","1,568.05","1,593.45","1,565.20","","0.85%"
"09/05/2012","1,567.80","1,567.20","1,576.80","1,543.10","","0.06%"
"09/04/2012","1,566.90","1,553.10","1,570.55","1,549.85","","0.90%"
"09/03/2012","1,553.00","1,541.60","1,554.75","1,538.00","","0.74%"
"09/02/2012","1,541.65","1,539.75","1,543.20","1,538.30","","0.10%"
"08/31/2012","1,540.15","1,507.70","1,541.20","1,498.55","","2.16%"
"08/30/2012","1,507.65","1,517.00","1,528.75","1,501.90","","-0.64%"
"08/29/2012","1,517.35","1,518.15","1,525.15","1,510.45","","-0.06%"
"08/28/2012","1,518.20","1,545.55","1,545.55","1,514.00","","-1.75%"
"08/27/2012","1,545.30","1,550.70","1,557.55","1,540.65","","-0.29%"
"08/26/2012","1,549.75","1,552.70","1,554.20","1,549.75","","-0.05%"
"08/24/2012","1,550.45","1,542.10","1,555.45","1,533.30","","0.53%"
"08/23/2012","1,542.25","1,539.60","1,563.30","1,531.00","","0.20%"
"08/22/2012","1,539.10","1,508.95","1,540.80","1,505.45","","2.00%"
"08/21/2012","1,508.90","1,489.45","1,511.55","1,479.85","","1.29%"
"08/20/2012","1,489.65","1,477.75","1,498.45","1,461.25","","0.84%"
"08/19/2012","1,477.20","1,478.50","1,478.50","1,473.80","","0.17%"
"08/17/2012","1,474.75","1,437.00","1,475.60","1,437.00","","2.65%"
"08/16/2012","1,436.65","1,396.25","1,443.90","1,396.10","","2.90%"
"08/15/2012","1,396.20","1,396.85","1,406.30","1,393.00","","-0.05%"
"08/14/2012","1,396.85","1,390.10","1,412.90","1,389.70","","0.58%"
"08/13/2012","1,388.85","1,401.10","1,404.20","1,385.95","","-0.85%"
"08/12/2012","1,400.75","1,401.85","1,403.85","1,399.05","","-0.01%"
"08/10/2012","1,400.95","1,412.85","1,412.85","1,393.10","","-0.87%"
"08/09/2012","1,413.20","1,409.15","1,418.95","1,408.60","","0.28%"
"08/08/2012","1,409.25","1,409.00","1,411.65","1,399.10","","-0.01%"
"08/07/2012","1,409.40","1,401.10","1,414.25","1,400.25","","0.58%"
"08/06/2012","1,401.30","1,407.15","1,408.55","1,393.05","","-0.41%"
"08/05/2012","1,407.10","1,405.85","1,408.05","1,404.40","","0.07%"
"08/03/2012","1,406.05","1,388.20","1,420.85","1,384.40","","1.25%"
"08/02/2012","1,388.70","1,402.15","1,409.75","1,383.70","","-0.96%"
"08/01/2012","1,402.20","1,410.15","1,418.35","1,387.80","","-0.59%"
"07/31/2012","1,410.50","1,415.85","1,434.40","1,409.85","","-0.39%"
"07/30/2012","1,416.05","1,410.90","1,420.10","1,398.20","","0.37%"
"07/29/2012","1,410.80","1,411.75","1,414.95","1,410.65","","-0.05%"
"07/27/2012","1,411.45","1,405.20","1,420.05","1,405.20","","0.44%"
"07/26/2012","1,405.30","1,400.25","1,415.40","1,396.35","","0.44%"
"07/25/2012","1,399.15","1,387.90","1,406.65","1,383.55","","0.81%"
"07/24/2012","1,387.95","1,400.75","1,405.95","1,380.50","","-0.82%"
"07/23/2012","1,399.40","1,407.85","1,407.85","1,389.25","","-0.65%"
"07/22/2012","1,408.55","1,411.15","1,414.00","1,408.40","","-0.48%"
"07/20/2012","1,415.35","1,420.25","1,420.25","1,407.75","","-0.36%"
"07/19/2012","1,420.45","1,409.00","1,427.60","1,406.55","","0.82%"
"07/18/2012","1,408.90","1,420.65","1,420.75","1,403.80","","-0.84%"
"07/17/2012","1,420.80","1,422.65","1,432.00","1,408.20","","-0.13%"
"07/16/2012","1,422.60","1,436.80","1,437.70","1,415.45","","-1.09%"
"07/15/2012","1,438.30","1,432.15","1,441.30","1,430.55","","0.40%"
"07/13/2012","1,432.50","1,419.10","1,435.90","1,417.10","","0.95%"
"07/12/2012","1,419.00","1,427.60","1,429.55","1,405.75","","-0.60%"
"07/11/2012","1,427.60","1,428.40","1,436.15","1,420.80","","-0.05%"
"07/10/2012","1,428.35","1,446.45","1,454.35","1,423.05","","-1.26%"
"07/09/2012","1,446.60","1,441.55","1,450.90","1,435.05","","0.35%"
"07/08/2012","1,441.50","1,445.95","1,448.35","1,441.35","","-0.30%"
"07/06/2012","1,445.85","1,477.65","1,478.95","1,440.45","","-2.15%"
"07/05/2012","1,477.60","1,484.00","1,493.50","1,466.50","","-0.42%"
"07/04/2012","1,483.90","1,487.40","1,491.90","1,473.50","","-0.22%"
"07/03/2012","1,487.20","1,450.90","1,492.90","1,449.30","","2.51%"
"07/02/2012","1,450.75","1,449.55","1,459.05","1,435.30","","0.18%"
"07/01/2012","1,448.20","1,449.35","1,452.95","1,447.60","","-0.08%"
"06/29/2012","1,449.35","1,391.00","1,453.30","1,385.40","","4.19%"
"06/28/2012","1,391.10","1,416.55","1,421.20","1,386.45","","-1.80%"
"06/27/2012","1,416.60","1,431.00","1,432.20","1,406.65","","-1.05%"
"06/26/2012","1,431.65","1,445.90","1,446.80","1,428.65","","-0.92%"
"06/25/2012","1,444.90","1,437.75","1,447.30","1,432.25","","0.47%"
"06/24/2012","1,438.20","1,439.15","1,439.15","1,432.90","","0.17%"
"06/22/2012","1,435.80","1,436.15","1,439.15","1,421.30","","-0.01%"
"06/21/2012","1,435.90","1,457.60","1,462.20","1,431.65","","-1.50%"
"06/20/2012","1,457.80","1,484.90","1,487.30","1,452.30","","-1.82%"
"06/19/2012","1,484.80","1,487.50","1,492.55","1,477.75","","-0.19%"
"06/18/2012","1,487.60","1,493.45","1,504.15","1,479.45","","-0.31%"
"06/17/2012","1,492.25","1,484.50","1,492.25","1,480.35","","0.65%"
"06/15/2012","1,482.60","1,491.90","1,498.85","1,481.25","","-0.61%"
"06/14/2012","1,491.65","1,459.80","1,494.75","1,458.20","","2.22%"
"06/13/2012","1,459.30","1,451.40","1,469.65","1,446.55","","0.52%"
"06/12/2012","1,451.70","1,437.60","1,456.35","1,423.60","","0.97%"
"06/11/2012","1,437.80","1,446.10","1,456.90","1,437.80","","-0.65%"
"06/10/2012","1,447.25","1,439.15","1,447.85","1,438.20","","0.94%"
"06/08/2012","1,433.75","1,444.60","1,446.30","1,413.95","","-0.78%"
"06/07/2012","1,445.00","1,464.15","1,470.95","1,436.05","","-1.32%"
"06/06/2012","1,464.30","1,439.30","1,470.35","1,433.65","","1.68%"
"06/05/2012","1,440.10","1,432.80","1,448.70","1,430.80","","0.53%"
"06/04/2012","1,432.55","1,438.65","1,448.95","1,423.50","","-0.56%"
"06/03/2012","1,440.55","1,442.50","1,446.30","1,438.25","","-0.24%"
"06/01/2012","1,444.05","1,406.15","1,447.55","1,388.70","","2.65%"
"05/31/2012","1,406.75","1,407.40","1,419.60","1,393.45","","-0.04%"
"05/30/2012","1,407.30","1,428.90","1,431.65","1,387.20","","-1.49%"
"05/29/2012","1,428.60","1,437.40","1,448.70","1,423.85","","-0.63%"
"05/28/2012","1,437.60","1,431.40","1,442.75","1,430.55","","0.45%"
"05/27/2012","1,431.20","1,433.45","1,438.85","1,429.85","","-0.02%"
"05/25/2012","1,431.50","1,421.25","1,435.05","1,412.05","","0.73%"
"05/24/2012","1,421.15","1,422.65","1,434.50","1,411.65","","-0.12%"
"05/23/2012","1,422.85","1,444.15","1,446.85","1,406.95","","-1.45%"
"05/22/2012","1,443.85","1,472.55","1,473.65","1,443.10","","-1.95%"
"05/21/2012","1,472.60","1,459.85","1,473.30","1,458.35","","0.90%"
"05/20/2012","1,459.50","1,456.45","1,459.90","1,455.45","","0.26%"
"05/18/2012","1,455.75","1,452.20","1,466.25","1,443.55","","0.23%"
"05/17/2012","1,452.45","1,438.20","1,458.60","1,436.55","","0.99%"
"05/16/2012","1,438.15","1,436.20","1,443.25","1,422.75","","0.13%"
"05/15/2012","1,436.30","1,440.65","1,454.30","1,431.70","","-0.36%"
"05/14/2012","1,441.55","1,467.65","1,476.80","1,437.45","","-1.80%"
"05/13/2012","1,468.00","1,468.40","1,470.60","1,467.65","","0.24%"
"05/11/2012","1,464.45","1,487.70","1,488.20","1,461.05","","-1.57%"
"05/10/2012","1,487.85","1,497.60","1,508.95","1,485.70","","-0.66%"
"05/09/2012","1,497.70","1,509.50","1,512.70","1,490.60","","-0.79%"
"05/08/2012","1,509.55","1,523.95","1,534.45","1,501.50","","-0.95%"
"05/07/2012","1,524.00","1,523.00","1,532.85","1,512.80","","0.08%"
"05/06/2012","1,522.80","1,524.45","1,524.85","1,516.70","","-0.23%"
"05/04/2012","1,526.35","1,538.35","1,541.20","1,521.30","","-0.76%"
"05/03/2012","1,538.10","1,562.20","1,565.15","1,531.45","","-1.55%"
"05/02/2012","1,562.25","1,572.65","1,573.50","1,559.50","","-0.69%"
"05/01/2012","1,573.10","1,574.55","1,578.75","1,560.25","","-0.04%"
"04/30/2012","1,573.80","1,576.45","1,578.45","1,566.60","","-0.17%"
"04/29/2012","1,576.55","1,574.30","1,576.55","1,572.95","","0.18%"
"04/27/2012","1,573.75","1,569.20","1,579.55","1,563.05","","0.28%"
"04/26/2012","1,569.35","1,556.40","1,574.20","1,554.60","","0.85%"
"04/25/2012","1,556.10","1,549.25","1,559.25","1,543.15","","0.44%"
"04/24/2012","1,549.35","1,560.15","1,561.75","1,545.10","","-0.69%"
"04/23/2012","1,560.10","1,584.80","1,584.85","1,553.05","","-1.56%"
"04/22/2012","1,584.75","1,583.40","1,584.80","1,582.70","","0.21%"
"04/20/2012","1,581.40","1,578.70","1,586.75","1,572.80","","0.16%"
"04/19/2012","1,578.80","1,581.45","1,597.05","1,574.35","","-0.14%"
"04/18/2012","1,581.05","1,584.05","1,595.35","1,575.70","","-0.19%"
"04/17/2012","1,584.10","1,576.95","1,588.05","1,566.20","","0.44%"
"04/16/2012","1,577.15","1,583.05","1,583.30","1,562.80","","-0.39%"
"04/15/2012","1,583.25","1,587.75","1,587.85","1,582.55","","-0.17%"
"04/13/2012","1,585.90","1,609.45","1,610.25","1,583.00","","-1.46%"
"04/12/2012","1,609.40","1,589.65","1,609.45","1,582.95","","1.26%"
"04/11/2012","1,589.35","1,606.00","1,607.65","1,583.00","","-1.05%"
"04/10/2012","1,606.20","1,617.80","1,632.05","1,584.85","","-0.71%"
"04/09/2012","1,617.75","1,622.70","1,626.90","1,611.25","","-0.29%"
"04/08/2012","1,622.50","1,613.25","1,623.40","1,612.25","","0.93%"
"04/05/2012","1,607.50","1,602.35","1,610.95","1,589.85","","0.28%"
"04/04/2012","1,603.05","1,645.65","1,648.45","1,598.05","","-2.64%"
"04/03/2012","1,646.45","1,657.40","1,670.80","1,642.40","","-0.66%"
"04/02/2012","1,657.35","1,650.00","1,659.70","1,640.55","","0.45%"
"04/01/2012","1,649.95","1,645.20","1,649.95","1,644.95","","0.41%"
"03/30/2012","1,643.15","1,637.00","1,652.20","1,628.05","","0.37%"
"03/29/2012","1,637.15","1,641.85","1,649.70","1,626.25","","-0.28%"
"03/28/2012","1,641.75","1,656.40","1,656.95","1,634.75","","-0.91%"
"03/27/2012","1,656.75","1,655.45","1,671.65","1,655.45","","0.15%"
"03/26/2012","1,654.35","1,640.05","1,654.60","1,624.50","","0.91%"
"03/25/2012","1,639.45","1,631.95","1,639.95","1,631.40","","0.73%"
"03/23/2012","1,627.50","1,624.40","1,637.40","1,614.90","","0.21%"
"03/22/2012","1,624.15","1,641.15","1,644.65","1,604.15","","-1.02%"
